original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,imdb_id,status,revenue,budget,collection,productions,genres,release_year
Un corps brûlant,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/i5fMyCIpxYte0svx732D7oBuXUb.jpg,2021-12-02,Un corps brûlant,0.0,0,tt18305854,Released,0,0,,[],['Drama'],2021
Trois grains de gros sel,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/5oZNt9P4aHji5Wr78PDgEQLO7YT.jpg,2021-12-02,Trois grains de gros sel,7.3,3,tt17560734,Released,0,0,,['Les Films Norfolk'],['Drama'],2021
Que la bête monte,,0.684,https://image.tmdb.org/t/p/w220_and_h330_face/6yRcqcxPVRw8j7r5u6ikZYO5vlY.jpg,2021-12-02,Que la bête monte,0.0,0,tt17524544,Released,0,0,,['Dolce Vita Films'],"['Drama', 'Fantasia']",2021
Planète Triste,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2SMYpD1LNdCeJhiaLxhxBnFpmnC.jpg,2021-12-02,Planète Triste,0.0,0,,Released,0,0,,['Envie de tempête Productions'],['Drama'],2021
Lucienne dans un monde sans solitude,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/bIGhVCE05rBqNEInBsC4zonFIPq.jpg,2021-12-02,Lucienne dans un monde sans solitude,0.0,0,tt15522854,Released,0,0,,"['Insolence Productions', 'Miles Cinéma']",['Drama'],2021
"Churchill, Polar Bear Town",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xb6F2CikSWkfk8WhMTp3AHxHOy7.jpg,2021-12-02,"Churchill, Polar Bear Town",6.0,1,,Released,0,0,,['Paraíso Production'],['Documentário'],2021
Le chant du feu,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/mhccjs30YHRzinoZJ92VfTRwg0O.jpg,2021-12-02,Le chant du feu,0.0,0,,Released,0,0,,['La Femis'],['Drama'],2021
Ce n'est rien,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8No1dz4eHuq5CVDksAEK6hPIj62.jpg,2021-12-02,Ce n'est rien,5.0,1,,Released,0,0,,['Des Lions et des Ours'],['Drama'],2021
Son Altesse Protocole,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/evoz4wK5Xs3AfeZDdsv5TcL5PkG.jpg,2021-12-02,Son Altesse Protocole,0.0,0,tt14412390,Released,0,0,,[],"['Drama', 'Comédia']",2021
São Paulo Ferida Aberta,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/fO3qDeBSmRMkOvqlWX7GSF8Kd98.jpg,2021-12-02,São Paulo Ferida Aberta,0.0,0,,Released,0,0,,[],['Documentário'],2021
Sanpatsu,,0.6,,2021-12-02,Sanpatsu,0.0,0,,Released,0,0,,[],['Drama'],2021
Road to El Kef,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9HCvMqjOCzuQTCQslqTcUE7x7xR.jpg,2021-12-02,Road to El Kef,0.0,0,tt12210112,Released,0,0,,[],['Drama'],2021
The Place that is Ours,,0.6,,2021-12-02,The Place that is Ours,0.0,0,,Released,0,0,,[],['Documentário'],2021
Motvind,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uS0mMy8athykD23viDoPax0t5y1.jpg,2021-12-02,Motvind,0.0,0,,Released,0,0,,['Blaane film'],['Drama'],2021
Ir y Volver,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/AiLRJQcMeSTbuazr92a3TfUJV6q.jpg,2021-12-02,Ir y Volver,0.0,0,,Released,0,0,,['Doc Nomads'],['Documentário'],2021
Flounder,,0.89,https://image.tmdb.org/t/p/w220_and_h330_face/serII9j9UQoaImEh2tve9vX4n7B.jpg,2021-12-02,Flounder,0.0,0,,Released,0,0,,[],['Drama'],2021
Ensom Cowgirl,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gVs2NTa0iF9Jo3U4zYKpeplGYSt.jpg,2021-12-02,Ensom Cowgirl,0.0,0,tt14275406,Released,0,0,,[],['Drama'],2021
Les Engloutis,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/iqLqnhytc8XpXSf42swseTkdmME.jpg,2021-12-02,Les Engloutis,0.0,0,,Released,0,0,,[],['Drama'],2021
Los conspiradores,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/vQPs8rGTIsrQLLTbBCKiVVABhbJ.jpg,2021-12-02,Los conspiradores,0.0,0,tt15657076,Released,0,0,,[],['Drama'],2021
The Bayview,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lWAIu63xWbeXIHTAAsHkynaq1sA.jpg,2021-12-02,The Bayview,0.0,0,,Released,0,0,,[],['Documentário'],2021
Personable,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/nhmh96mblT3fKG0ADJrfO7iBqPg.jpg,2021-12-02,Personable,0.0,0,,Released,0,0,,[],[],2021
Sonata for Smoke,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/hagaiP5Clk00ZeOU3fNaB3K0V65.jpg,2021-12-02,Sonata for Smoke,0.0,0,,Released,0,0,,[],[],2021
Moja trumna,,0.6,,2021-12-02,Moja trumna,0.0,0,,Released,0,0,,[],"['Drama', 'Comédia']",2021
Marabahaya Underground,,1.862,https://image.tmdb.org/t/p/w220_and_h330_face/jqWdzztRivRmZnlCXZ8I1TNesfJ.jpg,2021-12-02,Marabahaya Underground,0.0,0,,Released,0,0,,[],[],2021
Un fallimento perfettamente riuscito,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6Nsy9Is8oLOHCVhr3mgR8K2vPOD.jpg,2021-12-02,Un fallimento perfettamente riuscito,0.0,0,,Released,0,0,,[],[],2021
"Fabio, la naissance d'un champion",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ngFKEClfrFU44c3ogxxWZOjXTOP.jpg,2021-12-02,"Fabio, la naissance d'un champion",0.0,0,,Released,0,0,,[],['Documentário'],2021
Narciso,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/oad3Tf1TqSbmFhuwxecVueNIzIL.jpg,2021-12-02,Narciso,0.0,0,,Released,0,0,,[],['Documentário'],2021
El autor,,0.6,,2021-12-02,El autor,0.0,0,,Released,0,0,,[],[],2021
El pasillo,,0.6,,2021-12-02,El pasillo,0.0,0,,Released,0,0,,[],[],2021
Boomerang,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/3jwhoBaBgvg4BaOUIEM9G1eALIA.jpg,2021-12-02,Boomerang,0.0,0,,Released,0,0,,[],"['Terror', 'Comédia']",2021
Senza troppo recitare la follia,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gznwyE1eodYHeEVA2BrBeix8FXb.jpg,2021-12-02,Senza troppo recitare la follia,0.0,0,,Released,0,0,,"['Fandango', 'Sacher Film']",['Documentário'],2021
Every Time We Meet for Ice Cream Your Whole F*cking Face Explodes,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jEEXgj92JEe0qI9S8gDa2CUEDLV.jpg,2021-12-02,Every Time We Meet for Ice Cream Your Whole F*cking Face Explodes,7.0,0,,Released,0,0,,[],['Comédia'],2021
La Casa de Luciana,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/3qQSlKNRyshKC75PJjmq9b44pkU.jpg,2021-12-02,La Casa de Luciana,10.0,3,,Released,0,800,,"['Centro de Diseño, Cine y Televisión', 'Lava Cinema']",['Drama'],2021
Passages,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/qCKUTLuVYwdUqNjSM22brLxXwPg.jpg,2021-12-02,Passages,0.0,0,,Released,0,0,,[],['Documentário'],2021
Altar Boy,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2pIqVth9pCXEu5ksZV4qy9akpAl.jpg,2021-12-02,Altar Boy,0.0,0,tt11384314,Released,0,0,,[],['Drama'],2021
Alchemy,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/ajpVL3IN9ZJV3FH6odqkNBYzwAT.jpg,2021-12-02,Alchemy,0.0,0,,Released,0,0,,[],['Animação'],2021
The Making of Jurassic World VelociCoaster,,4.805,https://image.tmdb.org/t/p/w220_and_h330_face/7Um0HV6QgzxvT0DBnPk5cM1R6Gq.jpg,2021-12-02,The Making of Jurassic World VelociCoaster,4.7,3,,Released,0,0,,['Universal Parks & Resorts'],['Documentário'],2021
The Phantom Nugget,,0.6,,2021-12-02,The Phantom Nugget,0.0,0,,Released,0,50,,[],['Ação'],2021
Aykut Enişte 2,,2.729,https://image.tmdb.org/t/p/w220_and_h330_face/4ID7xyJLbasxlhhIsxjD45Qy1EY.jpg,2021-12-02,Aykut Enişte 2,6.4,14,tt12738164,Released,2551748,0,Aykut Enişte - saga,['BKM'],['Comédia'],2021
"En Campanie, l'hiver",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/72Z2XAw6iN1hmQGFWhN6Ulj2QPR.jpg,2021-12-02,"En Campanie, l'hiver",0.0,0,,Released,0,0,,['Bruma Filmes'],['Documentário'],2021
Netīrā zona 2. Nāves pļauja,,0.6,,2021-12-02,Netīrā zona 2. Nāves pļauja,0.0,0,,Released,0,0,,['Latvijas Televizija'],"['Documentário', 'Cinema TV']",2021
Alec Baldwin: Unscripted,"A primeira entrevista exclusiva com o ator após o disparo mortal no set do filme ""Rust"" e as investigações pendentes sobre o que deu errado.",0.729,https://image.tmdb.org/t/p/w220_and_h330_face/a7yiFPszurAIN4RxAebST31qTmJ.jpg,2021-12-02,Alec Baldwin: Unscripted,8.5,2,tt16370752,Released,0,0,,['ABC News'],['Documentário'],2021
Maco,,1.397,https://image.tmdb.org/t/p/w220_and_h330_face/mTXW4yeatHt0TOW4odPgg3Qd2cN.jpg,2021-12-02,Maco,0.0,0,,Released,0,0,,[],['Terror'],2021
Daydream Diner,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/dDjENDA2POar8bjx5Dr2t2AHRgy.jpg,2021-12-02,Daydream Diner,0.0,0,,Released,0,0,,[],[],2021
Grummy,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jOHpRm7Hlf5iAYUvpFfiz6OvGis.jpg,2021-12-02,Grummy,10.0,2,tt10022734,Released,0,0,,[],"['Fantasia', 'Drama']",2021
The Cancer Conflict,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/kgdOsgyxmK0kj21hOd2AaOTMqpR.jpg,2021-12-02,The Cancer Conflict,0.0,0,tt6195526,Released,0,0,,[],['Documentário'],2021
Mansión Helada,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2amMiRYUBn7dYoUCYnLl7JtBzPM.jpg,2021-12-02,Mansión Helada,10.0,1,,Released,0,0,,[],"['Drama', 'Romance', 'Fantasia']",2021
Incantation,,0.89,https://image.tmdb.org/t/p/w220_and_h330_face/vKh0VDNnVSwPZo5l5j4MmXGMlXl.jpg,2021-12-02,Incantation,0.0,0,,Released,0,0,,[],[],2021
A Grave Man,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9N3fupz2e6bFNOBHRkyUSy70JWl.jpg,2021-12-02,A Grave Man,0.0,0,,Released,0,0,,[],"['Animação', 'Comédia', 'Faroeste']",2021
Las almas del equinoccio,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/Ajaf3GTfnEMpicgO1rNPBziT6KO.jpg,2021-12-02,Las almas del equinoccio,0.0,0,,Released,0,0,,['Hermano Perro'],"['Ação', 'Crime']",2021
El oscuro lugar donde habitan,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/oMKIwR4r2zvmpfUkn8Xl2uPE70A.jpg,2021-12-02,El oscuro lugar donde habitan,0.0,0,tt13420592,Released,0,0,,['Latitud Audiovisual'],"['Terror', 'Crime']",2021
The Great Balloon Bomb Invasion,"Na Segunda Guerra Mundial, o Japão lançou mais de nove mil balões com bombas no oceano Pacífico para atacar os Estados Unidos. O historiador Martin Morgan lidera uma caçada para encontrar estas bombas em solo americano.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4ETu00IumFstWEtgGleB9zWwsme.jpg,2021-12-02,A Grande Invasão do Balão Bomba,0.0,0,tt16234644,Released,0,0,,[],['Documentário'],2021
Project: Vampirina Ballerina,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/n3QT5ZcpQ1c42X7X8PJzu4kMKSV.jpg,2021-12-02,Project: Vampirina Ballerina,0.0,0,,Released,0,0,,[],[],2021
Hoste,,1.39,https://image.tmdb.org/t/p/w220_and_h330_face/b6ArIuLoq70tGrRYM4H7bIV4Lwd.jpg,2021-12-02,Hoste,0.0,0,,Released,0,10000,,['Escac Films'],"['Terror', 'Drama']",2021
洪熙官之魔门妖女,,0.774,https://image.tmdb.org/t/p/w220_and_h330_face/vBq0PaT56m5FkbMQIgzf90u9sdT.jpg,2021-12-02,洪熙官之魔门妖女,4.0,1,,Released,0,0,,[],"['Drama', 'Ação']",2021
末日救援,,1.196,https://image.tmdb.org/t/p/w220_and_h330_face/72B0zYm88mujhcn3wzLFCRKD80k.jpg,2021-12-02,末日救援,3.0,1,tt21025396,Released,0,0,,[],"['Ficção científica', 'Ação']",2021
Bud,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/hprVxW9IqoeMFLJsF1lmeouPjOr.jpg,2021-12-02,Bud,0.0,0,tt16317334,Released,0,0,,"['Freestyle Picture Company', 'Ways & Means']",['Drama'],2021
Fanuks: I Want To Sing Like Ella,,0.6,,2021-12-02,Fanuks: I Want To Sing Like Ella,0.0,0,,Released,0,0,,[],[],2021
Wenn das fünfte Lichtlein brennt,,1.278,https://image.tmdb.org/t/p/w220_and_h330_face/mILR6X3OsWNoSrkLy424ttQ47Qq.jpg,2021-12-02,Wenn das fünfte Lichtlein brennt,3.8,2,,Released,0,0,,['ARD'],"['Comédia', 'Cinema TV', 'Romance']",2021
꽃손,,0.92,https://image.tmdb.org/t/p/w220_and_h330_face/gqmzAf1uNsg8cOqIXkzWHdCd5gj.jpg,2021-12-02,꽃손,5.0,1,,Released,0,0,,[],['Drama'],2021
বকুল ফুল,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/sP2tabSYgoGb6bCxHOeoWQaWJUn.jpg,2021-12-02,বকুল ফুল,0.0,0,,Released,0,0,,[],"['Drama', 'Thriller']",2021
Photocopied Distance,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ackeFp1jebHtaNTQYt0sZA8JoSB.jpg,2021-12-02,Photocopied Distance,0.0,0,,Released,0,0,,[],['Drama'],2021
Rumah Madu ku Berhantu,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uJURH04mKNX4GrnftaUk63w03ma.jpg,2021-12-02,Rumah Madu ku Berhantu,0.0,0,,Released,0,0,,[],[],2021
기우제,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8LPfMm1tjHcPXKvOJYOcWuUdun9.jpg,2021-12-02,기우제,5.0,1,,Released,0,0,,[],"['Drama', 'Romance']",2021
Le Feu d'Antifer (matériaux pour un film en cours),,0.647,https://image.tmdb.org/t/p/w220_and_h330_face/iQAEjkOpxwhfQ22EP5vFFyhd3hR.jpg,2021-12-02,Le Feu d'Antifer (matériaux pour un film en cours),0.0,0,,Released,0,0,,[],[],2021
Zack: Enfrentamiento Mortal,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ZMy3djDF2HNRzJG3Xfuq4tSxVT.jpg,2021-12-02,Zack: Enfrentamiento Mortal,0.0,0,tt15546534,Released,0,0,,['Liberado Films'],['Ação'],2021
Manka és Marika,,0.728,,2021-12-02,Manka és Marika,0.0,0,tt16156306,Released,0,0,,[],['Drama'],2021
Espacio desierto,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ovkXKzkRuvElFgQE63p7o9mGui2.jpg,2021-12-02,Espacio desierto,0.0,0,,Released,0,0,,"['Tótem Producciones', 'Dínamo Films']",['Documentário'],2021
Cinéfilo com Causa,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jvnXpZH7E09tGt9uYsABcssMWcU.jpg,2021-12-02,Cinéfilo com Causa,0.0,0,,Released,0,0,,[],['Comédia'],2021
Pat Rocco Dared,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/nO0qLY8LNorFl4XnRM0CINJytrl.jpg,2021-12-02,Pat Rocco Dared,1.0,1,tt6587220,Released,0,0,,[],['Documentário'],2021
ปริศนารูหลอน,"Dois irmãos descobrem um buraco misterioso na parede da casa dos avós, e acontecimentos assustadores passam a revelar segredos sobre a família.",30.451,https://image.tmdb.org/t/p/w220_and_h330_face/aFv824xw4ebRmVrmgvet7v8Lc6D.jpg,2021-12-02,Segredos nas Paredes,6.4,167,tt15850662,Released,0,0,,['Transformation Films'],"['Drama', 'Terror', 'Mistério', 'Thriller']",2021
Lo que pudo ser 2084,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ywKuKftzGOeSfRjeSZhqd8Q61F1.jpg,2021-12-02,Lo que pudo ser 2084,8.0,1,tt14529024,Released,0,0,,['Samcreta'],"['Ficção científica', 'Drama']",2021
Mariah's Christmas: The Magic Continues,"A Rainha do Natal regressa com uma explosão de alegria natalícia neste especial. Mariah canta a sua encantadora música original ""Fall in Love at Christmas"" com Khalid e Kirk Franklin, conversa com Zane Lowe, da Apple Music, e termina com um clássico festivo.",4.054,https://image.tmdb.org/t/p/w220_and_h330_face/e472tWzXlqZQ4HPxVUrdF5VmD1E.jpg,2021-12-02,O Natal de Mariah: A Magia Continua,4.8,5,tt15829598,Released,0,0,,['Supply & Demand'],"['Música', 'Família']",2021
Ледяная история,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/1tutlLVcHTotDw4qBCMQDp9N7zQ.jpg,2021-12-02,Ледяная история,0.0,0,tt16153108,Released,0,0,,[],"['Aventura', 'Família', 'Fantasia']",2021
The Bitch Who Stole Christmas,Uma jornalista workaholic de moda da cidade grande é enviada para saber de alguns podres de uma cidade obcecada pelo Natal.,3.513,https://image.tmdb.org/t/p/w220_and_h330_face/ZJDUNqh4zdU71w1UYFf46S4vXp.jpg,2021-12-02,The Bitch Who Stole Christmas,6.0,11,tt15800254,Released,0,0,,['World of Wonder'],"['Comédia', 'Cinema TV']",2021
The Emirates From Above,"Apresentamos uma impressionante exploração aérea dos Emirados Árabes, que revela seu rico legado e histórias modernas e que molda seu futuro, tudo de uma perspectiva totalmente nova.",0.64,https://image.tmdb.org/t/p/w220_and_h330_face/3TRX1RUnahRfIOxb10uNr1N8RL5.jpg,2021-12-02,Descobrindo os Emirados Árabes,0.0,0,tt16730498,Released,0,0,,['Windfall Films'],"['Documentário', 'Cinema TV']",2021
หอแต๋วแตก แหกโควิดปังปุริเย่,,3.491,https://image.tmdb.org/t/p/w220_and_h330_face/dnqzxDhPJIxlx2CdAq8qcmuW9Wz.jpg,2021-12-02,หอแต๋วแตก แหกโควิดปังปุริเย่,10.0,1,,Released,0,0,หอแต๋วแตก คอลเลคชั่น,"['Film Guru', 'Positive Thinking']","['Comédia', 'Terror']",2021
อโยธยา มหาละลวย,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/rCe348xDMhncIlsRunDuDMzGKQF.jpg,2021-12-02,อโยธยา มหาละลวย,0.0,0,tt16124362,Released,0,0,,['Mono Film'],"['Ação', 'Fantasia', 'Romance', 'Comédia', 'Drama']",2021
La cigüeña de Burgos,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/11xKup558osn2BJTdZcFOnRtUK9.jpg,2021-12-02,La cigüeña de Burgos,5.5,2,,Released,0,0,,[],['Documentário'],2021
Unheimlich,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/mJsv9AAKuZ0RD0r4hEYPDFLowLd.jpg,2021-12-02,Unheimlich,0.0,0,,Released,0,0,,[],[],2021
Sugar Plum Twist,,4.697,https://image.tmdb.org/t/p/w220_and_h330_face/xFeXtGgY1sVr7kyyNCfi5DSS2nR.jpg,2021-12-02,Sugar Plum Twist,5.0,9,tt15721028,Released,0,0,,['Synthetic Cinema International'],"['Cinema TV', 'Comédia', 'Romance']",2021
Mickey and Minnie Wish Upon a Christmas,"Todo Natal, Mickey, Minnie e sua turma comemoram juntos para compartilhar suas tradições. Mas este ano, eles estão em todo o mundo, e é uma corrida louca para chegar em casa a tempo!",63.7,https://image.tmdb.org/t/p/w220_and_h330_face/mmfcnU42ghEdxySVi2HLynvXZxl.jpg,2021-12-02,O Desejo de Natal de Mickey e Minnie,6.9,134,tt15708426,Released,0,0,,['Disney Television Animation'],['Animação'],2021
Нормальный только я,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/rjXzrWna7NYkgJttDRUegCpWjFr.jpg,2021-12-02,Нормальный только я,7.0,5,tt16150884,Released,0,0,,[],"['Comédia', 'Família']",2021
Cólera Morbo,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/iX3wktPtgROAOzosUk7yY71zujJ.jpg,2021-12-02,Cólera Morbo,0.0,0,,Released,0,0,,['Cabecitanegra Producciones'],"['Drama', 'Mistério']",2021
На близком расстоянии,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/cUwOcEUwln99ou8ul3SUb3vjwNd.jpg,2021-12-02,На близком расстоянии,0.0,0,tt15766676,Released,0,0,,"['Lietuvos Respublikos kulturos ministerija', 'Mind the GAP Productions', 'Kinoprime Foundation', 'A-One Films Baltic']",['Drama'],2021
Corazón de padre,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/7CSVL2xpNJJyX0s0qPdHK2FvmA0.jpg,2021-12-02,Corazón de padre,0.0,0,tt15832390,Released,0,0,,['Goya Producciones'],['Documentário'],2021
Harald Naegeli - Der Sprayer von Zürich,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/zVOQtGMhD8NwIk2hUAcloj17Cys.jpg,2021-12-02,Harald Naegeli - Der Sprayer von Zürich,0.0,0,tt15414160,Released,0,0,,[],['Documentário'],2021
Annie Live!,,2.069,https://image.tmdb.org/t/p/w220_and_h330_face/sVvCYvChT69s1r1kF3jOT0HCCM0.jpg,2021-12-02,Annie Live!,5.9,5,tt14635982,Released,0,0,,"['Zadan/Meron', 'Chloe Productions', 'Sony Pictures Television Studios', 'Universal Television']","['Comédia', 'Família', 'Música', 'Cinema TV']",2021
Fantasma Neon,,0.731,https://image.tmdb.org/t/p/w220_and_h330_face/rwdSgUjSZv4ntqXxb5mGN3heIpY.jpg,2021-12-02,Fantasma Neon,4.0,2,tt14972044,Released,0,0,,['Pseudo Filmes'],"['Música', 'Drama']",2021
Re Granchio,"Hoje, alguns ainda o chamam de santo, de pária ou de assassino: Luciano, alimentado por seu amor pela ardente Ema, defendeu sua liberdade até cometer o imperdoável. Exilado na distante e hostil Terra do Fogo, lá ele poderia encontrar seu caminho para a salvação em busca de um tesouro lendário.",2.555,https://image.tmdb.org/t/p/w220_and_h330_face/jQPbgsspSJJfYzh1D1bjfRL8vua.jpg,2021-12-02,Re Granchio,7.1,29,tt13830148,Released,0,0,,"['CNC', 'INCAA', 'Shellac Sud', 'MiC', 'Regione Lazio', 'Programa Ibermedia', 'Ring Film', 'Wanka Cine', 'Volpe Films', 'European Union', 'RAI Cinema']",['Drama'],2021
La svolta,"Ponto de Inflexão apresenta dois jovens de personalidades e posturas opostas: um leva uma vida preguiçosa, evitando conflitos de qualquer espécie e outro optou por uma vida perigosa de delitos e crimes. Apesar da oposição, uma amizade improvável se desenvolve entre eles, e partir desse acaso, um acaba se envolvendo - e interferindo - no destino do outro.",4.663,https://image.tmdb.org/t/p/w220_and_h330_face/fTQnNImD3PXpa189bWrN23y4hvG.jpg,2021-12-02,Ponto de Inflexão,6.5,62,tt14140844,Released,0,0,,"['RAI', 'Rodeo Drive', 'MiC', 'Life Cinema']",['Drama'],2021
古董局中局,,2.04,https://image.tmdb.org/t/p/w220_and_h330_face/dhU75RVUKZGX5uIuDXBAGYwKJbo.jpg,2021-12-02,古董局中局,6.5,10,tt11482948,Released,0,0,,['Well Go USA Entertainment'],"['Aventura', 'Mistério', 'Ação', 'Comédia']",2021
